A0A075B6S6	('T96060009133', 0)
F4ID16	('T37020009152', 775)
F4IDI6	('T37020001814', 776)
F4IDQ5	('T37020007182', 777)
F4IDW9	('T37020011215', 778)
F4IDY7	('T37020003456', 779)
F4IFC5	('T37020013755', 780)
F4IG60	('T37020015881', 781)
F4IGA5	('T37020009129', 782)
F4IGU3	('T37020013298', 783)
F4IHL3	('T37020008470', 784)
F4IIS5	('T37020007336', 785)
F4IIU4	('T37020000640', 786)
F4IIZ9	('T37020012777', 787)
F4IJ08	('T37020015134', 788)
F4IJV4	('T37020003461', 789)
F4IK01	('T37020001338', 790)
F4ILF8	('T37020009514', 791)
F4IN23	('T37020001897', 792)
F4IN69	('T37020008114', 793)
F4IN78	('T37020006815', 794)
F4IP06	('T37020013658', 795)
F4IP13	('T37020013043', 796)
F4IP69	('T37020008250', 797)
F4IPK2	('T37020013784', 798)
F4IQG2	('T37020000121', 799)
F4IQV7	('T37020012899', 800)
F4IRQ5	('T37020014019', 801)
F4IRU3	('T37020008611', 802)
F4IS91	('T37020012507', 803)
F4ISL7	('T37020014076', 804)
F4ISV6	('T37020014020', 805)
F4IUE7	('T37020002932', 806)
F4IUG9	('T37020008612', 807)
F4IUY8	('T37020012630', 808)
F4IV16	('T37020014228', 809)
F4IVL6	('T37020006252', 810)
F4IVR7	('T37020008609', 811)
F4IXW2	('T37020001743', 812)
F4IY62	('T37020014672', 813)
F4IYF8	('T37020013711', 814)
F4IZ82	('T37020001025', 815)
F4IZC4	('T37020001463', 816)
F4IZC5	('T37020002176', 817)
F4IZM8	('T37020006816', 818)
F4IZR5	('T37020015200', 819)
F4J077	('T37020009627', 820)
F4J0W4	('T37020008253', 821)
F4J117	('T37020007769', 822)
F4J1H7	('T37020012291', 823)
F4J220	('T37020007679', 824)
F4J264	('T37020011011', 825)
F4J270	('T37020001552', 826)
F4J284	('T37020009150', 827)
F4J2K2	('T37020005545', 828)
F4J2U9	('T37020002492', 829)
F4J2Z7	('T37020012948', 830)
F4J339	('T37020012358', 831)
F4J3N2	('T37020005621', 832)
F4J3P7	('T37020009988', 833)
F4J3S1	('T37020013028', 834)
F4J3T8	('T37020008636', 835)
F4J469	('T37020014072', 836)
F4J4C8	('T37020004572', 837)
F4J738	('T37020012641', 838)
F4J7T2	('T37020004216', 839)
F4J7T3	('T37020004215', 840)
F4J8C6	('T37020014844', 841)
F4J8G7	('T37020014853', 842)
F4J8K6	('T37020012420', 843)
F4JAA5	('T37020013123', 844)
F4JAU3	('T37020009516', 845)
F4JBM4	('T37020011687', 846)
F4JCC1	('T37020010988', 847)
F4JEP5	('T37020008417', 848)
F4JEQ1	('T37020006194', 849)
F4JEQ2	('T37020009652', 850)
F4JEX5	('T37020005385', 851)
F4JGP6	('T37020007691', 852)
F4JGR5	('T37020009923', 853)
F4JGZ1	('T37020008151', 854)
F4JH53	('T37020005335', 855)
F4JHA2	('T37020012510', 856)
F4JIE8	('T37020007554', 857)
F4JIF4	('T37020008866', 858)
F4JJH4	('T37020012724', 859)
F4JJL0	('T37020004387', 860)
F4JJR8	('T37020005350', 861)
F4JJT9	('T37020013701', 862)
F4JKB6	('T37020011052', 863)
F4JKH6	('T37020014375', 864)
F4JL11	('T37020006991', 865)
F4JL89	('T37020001158', 866)
F4JLE5	('T37020013011', 867)
F4JLK2	('T37020013374', 868)
F4JLM5	('T37020013713', 869)
F4JM19	('T37020008613', 870)
F4JMJ1	('T37020006799', 871)
F4JML5	('T37020004241', 872)
F4JN05	('T37020001742', 873)
F4JN35	('T37020009126', 874)
F4JNA9	('T37020012363', 875)
F4JNX3	('T37020002764', 876)
F4JP36	('T37020006483', 877)
F4JP52	('T37020010969', 878)
F4JPE9	('T37020013612', 879)
F4JPW1	('T37020001464', 880)
F4JQH3	('T37020000773', 881)
F4JQZ3	('T37020011800', 882)
F4JRE0	('T37020014161', 883)
F4JRJ6	('T37020003463', 884)
F4JRP0	('T37020013505', 885)
F4JRR5	('T37020014387', 886)
F4JRS4	('T37020008323', 887)
F4JSE7	('T37020004271', 888)
F4JSH1	('T37020000943', 889)
F4JSV3	('T37020004254', 890)
F4JSZ5	('T37020001739', 891)
F4JTE7	('T37020006199', 892)
F4JTJ9	('T37020001136', 893)
F4JTP5	('T37020013576', 894)
F4JTU7	('T37020012230', 895)
F4JU70	('T37020002867', 896)
F4JUU5	('T37020012617', 897)
F4JUY5	('T37020005699', 898)
F4JVA6	('T37020013016', 899)
F4JVI3	('T37020008472', 900)
F4JVN6	('T37020014241', 901)
F4JW68	('T37020005515', 902)
F4JW79	('T37020011754', 903)
F4JW83	('T37020002075', 904)
F4JWM0	('T37020004094', 905)
F4JXC5	('T37020012758', 906)
F4JY11	('T37020002181', 907)
F4JYG0	('T37020010050', 908)
F4JZC2	('T37020004382', 909)
F4JZG9	('T37020013959', 910)
F4JZL7	('T37020006622', 911)
F4JZY1	('T37020002603', 912)
F4K0A6	('T37020008618', 913)
F4K128	('T37020002539', 914)
F4K1R2	('T37020006595', 915)
F4K2A1	('T37020005544', 916)
F4K2K3	('T37020006151', 917)
F4K2R6	('T37020002261', 918)
F4K3G5	('T37020004268', 919)
F4K410	('T37020013656', 920)
F4K460	('T37020008152', 921)
F4K494	('T37020008308', 922)
F4K495	('T37020008307', 923)
F4K4J0	('T37020014042', 924)
F4K5J1	('T37020008616', 925)
F4K5L5	('T37020013851', 926)
F4K5X6	('T37020012593', 927)
F4K933	('T37020004557', 928)
F4KAF2	('T37020008320', 929)
F4KAK5	('T37020011154', 930)
F4KBW6	('T37020009134', 931)
F4KCC2	('T37020011061', 932)
F4KCE9	('T37020007366', 933)
F4KCL7	('T37020009237', 934)
F4KD71	('T37020004174', 935)
F4KDA5	('T37020008251', 936)
F4KDN0	('T37020006552', 937)
F4KEA4	('T37020004171', 938)
F4KEV7	('T37020005378', 939)
F4KEW8	('T37020008876', 940)
F4KEY9	('T37020008644', 941)
F4KF14	('T37020005620', 942)
F4KF16	('T37020009277', 943)
F4KFS5	('T37020006142', 944)
F4KFS7	('T37020008144', 945)
F4KFT7	('T37020013957', 946)
F4KG50	('T37020013051', 947)
F4KGN5	('T37020012619', 948)
F4KGY6	('T37020012592', 949)
F4KHD8	('T37020006176', 950)
F4KHG6	('T37020003261', 951)
F4KHQ8	('T37020008776', 952)
F4KIB2	('T37020014169', 953)
F4KIF3	('T37020003138', 954)
F4KIN4	('T37020009584', 955)
F4ZGF2	('T79550000500', 956)
F6SEU4	('T100900014393', 957)
F6TQD1	('T100900012466', 958)
F6VAN0	('T100900001153', 959)
F6YCR7	('T100900012256', 960)
F8VPQ2	('T100900000940', 961)
F8VPZ9	('T100900001446', 962)
F8VQB6	('T100900009307', 963)
F8VQN3	('T100900005885', 964)
F8W2M1	('T79550001077', 965)
F8W2M8	('T79550002838', 966)
F8W4H9	('T79550001626', 967)
F8WLE0	('T101160003718', 968)
G1FC92	('T62390001706', 969)
G2TRL2	('T2848120000437', 970)
G2TRN4	('T2848120000876', 971)
G2XKQ0	('T96060016812', 972)
G3UYX5	('T100900012183', 973)
G3V6U9	('T101160006518', 974)
G3V7P1	('T101160006922', 975)
G3V7Q0	('T101160001907', 976)
G3V7R4	('T101160002585', 977)
G3V7X8	('T101160001558', 978)
G3V893	('T101160008032', 979)
G3V8V5	('T101160003667', 980)
G3V8Y7	('T101160000450', 981)
G3V909	('T101160000635', 982)
G3X939	('T100900013583', 983)
G3X982	('T100900000770', 984)
G3X9G7	('T100900016945', 985)
G3XA57	('T100900012129', 986)
G3XA59	('T100900008158', 987)
G5E829	('T100900001122', 988)
G5E8A8	('T100900014821', 989)
G5E8I7	('T100900015909', 990)
G5E8K5	('T100900000675', 991)
G5E8Q8	('T100900000459', 992)
G5EBF1	('T62390002641', 993)
G5EBI4	('T62390000397', 994)
G5EBK1	('T62390002172', 995)
G5EBL2	('T62390001678', 996)
G5EBM1	('T62390000581', 997)
G5EBN9	('T62390002762', 998)
G5EBQ8	('T62390000426', 999)
G5EBR3	('T62390001128', 1000)
G5EBU3	('T62390001727', 1001)
G5EBU4	('T62390004042', 1002)
G5EBX9	('T62390002305', 1003)
G5EBZ8	('T62390000153', 1004)
G5EC32	('T62390002868', 1005)
G5EC37	('T62390002680', 1006)
G5ECD6	('T62390000425', 1007)
G5ECD9	('T62390000082', 1008)
G5ECG0	('T62390003050', 1009)
G5ECG2	('T62390000988', 1010)
G5ECH5	('T62390002302', 1011)
G5ECH7	('T62390000376', 1012)
G5ECL2	('T62390003032', 1013)
G5ECM9	('T62390000550', 1014)
G5ECN5	('T62390002981', 1015)
G5ECN9	('T62390001899', 1016)
G5ECQ2	('T62390000994', 1017)
G5ECT8	('T62390001265', 1018)
G5ED05	('T62390000483', 1019)
G5ED39	('T62390002679', 1020)
G5ED45	('T62390001330', 1021)
G5ED65	('T62390003403', 1022)
G5ED84	('T62390001475', 1023)
G5EDA5	('T62390001493', 1024)
G5EDB9	('T62390002548', 1025)
G5EDE5	('T62390002436', 1026)
G5EDJ4	('T62390002770', 1027)
G5EDL5	('T62390000398', 1028)
G5EDN3	('T62390003141', 1029)
G5EDT1	('T62390001552', 1030)
G5EDT6	('T62390001434', 1031)
G5EE56	('T62390002869', 1032)
G5EED4	('T62390002005', 1033)
G5EEE9	('T62390001064', 1034)
G5EEI4	('T62390000180', 1035)
G5EEM6	('T62390003049', 1036)
G5EEN4	('T62390001048', 1037)
G5EER4	('T62390000944', 1038)
G5EEV2	('T62390003217', 1039)
G5EEW6	('T62390002709', 1040)
G5EF48	('T62390000963', 1041)
G5EFD2	('T62390001492', 1042)
G5EFD9	('T62390000063', 1043)
G5EFH1	('T62390001401', 1044)
G5EFI7	('T62390001817', 1045)
G5EFJ4	('T62390000329', 1046)
G5EFL0	('T62390001107', 1047)
G5EFS4	('T62390000656', 1048)
G5EFT4	('T62390000113', 1049)
G5EFU0	('T62390002257', 1050)
G5EFV8	('T62390003432', 1051)
G5EFX6	('T62390002726', 1052)
G5EFZ1	('T62390001170', 1053)
G5EFZ3	('T62390000173', 1054)
G5EG11	('T62390000931', 1055)
G5EG38	('T62390000363', 1056)
G5EG51	('T62390002065', 1057)
G5EG86	('T62390000269', 1058)
G5EGK5	('T62390000324', 1059)
G5EGL9	('T62390000085', 1060)
G5EGM1	('T62390001725', 1061)
G5EGM3	('T62390003053', 1062)
G5EGN2	('T62390000933', 1063)
G5EGU9	('T62390003042', 1064)
G9CGD6	('T96060003423', 1065)
H2KYP0	('T62390002245', 1066)
H2KYS3	('T62390000644', 1067)
H2KZB2	('T62390000129', 1068)
H2KZU7	('T62390003010', 1069)
H2L002	('T62390001081', 1070)
H2L006	('T62390003222', 1071)
H2L056	('T62390003309', 1072)
H2L099	('T62390001047', 1073)
H2L0H5	('T62390003438', 1074)
H3K2Y6	('T37020008148', 1075)
I3LMB3	('T98230000995', 1076)
I6V1W0	('T79550000229', 1077)
J3QMK6	('T100900000549', 1078)
J3QMY9	('T100900015406', 1079)
J3S6Y1	('T100900015700', 1080)
K7VCB9	('T45770000694', 1081)
L0N7N1	('T100900007541', 1082)
L0R6Q1	('T96060015293', 1083)
L7N1X6	('T100900004969', 1084)
L7VG99	('T79550002642', 1085)
M0R4F8	('T101160002034', 1086)
M0R7Z9	('T101160005420', 1087)
M0R8L2	('T101160006817', 1088)
M9MRD5	('T72270000237', 1089)
M9MRI4	('T72270003259', 1090)
M9MSG8	('T72270002345', 1091)
M9NDE3	('T72270000248', 1092)
O00102	('T2848120003548', 1093)
O00103	('T2848120003538', 1094)
O00115	('T96060004736', 1095)
O00116	('T96060000458', 1096)
O00124	('T96060018855', 1097)
O00139	('T96060008786', 1098)
O00141	('T96060015777', 1099)
O00142	('T96060008815', 1100)
O00148	('T96060004962', 1101)
O00151	('T96060012775', 1102)
O00154	('T96060001534', 1103)
O00159	('T96060010806', 1104)
O00165	('T96060007306', 1105)
O00168	('T96060013218', 1106)
O00182	('T96060009288', 1107)
O00186	('T96060016786', 1108)
O00187	('T96060009961', 1109)
O00189	('T96060000952', 1110)
O00204	('T96060016644', 1111)
O00212	('T96060014517', 1112)
O00213	('T96060000962', 1113)
O00214	('T96060009285', 1114)
O00217	('T96060011090', 1115)
O00219	('T96060007785', 1116)
O00221	('T96060008030', 1117)
O00222	('T96060007097', 1118)
O00230	('T96060003620', 1119)
O00232	('T96060013748', 1120)
O00233	('T96060013778', 1121)
O00237	('T96060014708', 1122)
O00238	('T96060001736', 1123)
O00255	('T96060010151', 1124)
O00257	('T96060002300', 1125)
O00264	('T96060012917', 1126)
O00268	('T96060017098', 1127)
O00270	('T96060006988', 1128)
O00295	('T96060018504', 1129)
O00299	('T96060003310', 1130)
O00303	('T96060005178', 1131)
O00308	('T96060019381', 1132)
O00311	('T96060002672', 1133)
O00322	('T96060018947', 1134)
O00338	('T96060016638', 1135)
O00370	('T96060009465', 1136)
O00398	('T96060012374', 1137)
O00400	('T96060000302', 1138)
O00408	('T96060012740', 1139)
O00409	('T96060006229', 1140)
O00418	('T96060005089', 1141)
O00422	('T96060015412', 1142)
O00442	('T96060015043', 1143)
O00445	('T96060016935', 1144)
O00458	('T96060007955', 1145)
O00459	('T96060012413', 1146)
O00462	('T96060009911', 1147)
O00463	('T96060018161', 1148)
O00468	('T96060000590', 1149)
O00469	('T96060013220', 1150)
O00470	('T96060010144', 1151)
O00471	('T96060005529', 1152)
O00476	('T96060011467', 1153)
O00482	('T96060011502', 1154)
O00483	('T96060011052', 1155)
O00487	('T96060013754', 1156)
O00488	('T96060020119', 1157)
O00501	('T96060003299', 1158)
O00512	('T96060001617', 1159)
O00526	('T96060018949', 1160)
O00533	('T96060010992', 1161)
O00534	('T96060019111', 1162)
O00548	('T96060004654', 1163)
O00555	('T96060002022', 1164)
O00559	('T96060014253', 1165)
O00560	('T96060015588', 1166)
O00570	('T96060016283', 1167)
O00584	('T96060014815', 1168)
O00590	('T96060000340', 1169)
O00602	('T96060005990', 1170)
O00623	('T96060012854', 1171)
O00624	('T96060011466', 1172)
O00626	('T96060002501', 1173)
O00628	('T96060012866', 1174)
O00631	('T96060015423', 1175)
O00635	('T96060018229', 1176)
O00743	('T96060013472', 1177)
O00746	('T96060011037', 1178)
O00750	('T96060012381', 1179)
O00762	('T96060018750', 1180)
O00764	('T96060012794', 1181)
O00767	('T96060000359', 1182)
O00841	('T446890000659', 1183)
O00909	('T446890000228', 1184)
O01326	('T62390002523', 1185)
O01346	('T72270000890', 1186)
O01479	('T62390003167', 1187)
O01498	('T62390002967', 1188)
O01583	('T62390001763', 1189)
O01592	('T62390000630', 1190)
O01658	('T62390002029', 1191)
O01668	('T72270002151', 1192)
O01683	('T62390002958', 1193)
O01704	('T62390000903', 1194)
O01775	('T62390001901', 1195)
O01803	('T62390002408', 1196)
O01811	('T62390001645', 1197)
O01814	('T62390000916', 1198)
O01840	('T62390002206', 1199)
O01901	('T62390003440', 1200)
O01929	('T62390001928', 1201)
O01930	('T62390001926', 1202)
O01931	('T62390001929', 1203)
O01991	('T62390000801', 1204)
O02115	('T62390002180', 1205)
O02151	('T62390001947', 1206)
O02194	('T72270002468', 1207)
O02219	('T62390000090', 1208)
O02228	('T62390002645', 1209)
O02372	('T72270002119', 1210)
O02373	('T72270003371', 1211)
O02621	('T62390001175', 1212)
O02626	('T62390001613', 1213)
O02649	('T72270000458', 1214)
O02655	('T62390000651', 1215)
O02658	('T62390001097', 1216)
O02840	('T98230000182', 1217)
O03983	('T37020007519', 1218)
O03986	('T37020006754', 1219)
O04005	('T37020011771', 1220)
O04027	('T37020008897', 1221)
O04034	('T37020002361', 1222)
O04036	('T37020004433', 1223)
O04046	('T37020005968', 1224)
O04130	('T37020012986', 1225)
O04151	('T37020002147', 1226)
O04153	('T37020002149', 1227)
O04193	('T37020015020', 1228)
O04195	('T37020015479', 1229)
O04196	('T37020007103', 1230)
O04203	('T37020006801', 1231)
O04204	('T37020012132', 1232)
O04209	('T37020002674', 1233)
O04211	('T37020004353', 1234)
O04291	('T37020001162', 1235)
O04294	('T37020006992', 1236)
O04308	('T37020008378', 1237)
O04310	('T37020007158', 1238)
O04312	('T37020007156', 1239)
O04314	('T37020007154', 1240)
O04318	('T37020007150', 1241)
O04331	('T37020009962', 1242)
O04341	('T37020006270', 1243)
O04348	('T37020014231', 1244)
O04350	('T37020013838', 1245)
O04375	('T37020000025', 1246)
O04376	('T37020000026', 1247)
O04379	('T37020000528', 1248)
O04482	('T37020014642', 1249)
O04486	('T37020011555', 1250)
O04487	('T37020004306', 1251)
O04488	('T37020005250', 1252)
O04500	('T37020002877', 1253)
O04508	('T37020011382', 1254)
O04514	('T37020009318', 1255)
O04603	('T37020012032', 1256)
O04609	('T37020015066', 1257)
O04616	('T37020003272', 1258)
O04652	('T37020000353', 1259)
O04658	('T37020009028', 1260)
O04663	('T37020006948', 1261)
O04714	('T37020005803', 1262)
O04848	('T37020006441', 1263)
O04904	('T37020011475', 1264)
O04905	('T37020007252', 1265)
O04928	('T37020002446', 1266)
O08524	('T100900014809', 1267)
O08528	('T100900006638', 1268)
O08532	('T100900001715', 1269)
O08547	('T100900013113', 1270)
O08553	('T100900004102', 1271)
O08557	('T101160001870', 1272)
O08573	('T100900007954', 1273)
O08574	('T100900008720', 1274)
O08581	('T100900007446', 1275)
O08583	('T100900014975', 1276)
O08587	('T101160004910', 1277)
O08589	('T101160005427', 1278)
O08599	('T100900014304', 1279)
O08600	('T100900010034', 1280)
O08601	('T100900009204', 1281)
O08602	('T100900011869', 1282)
O08605	('T100900008877', 1283)
O08619	('T101160002377', 1284)
O08623	('T101160006820', 1285)
O08638	('T100900009282', 1286)
O08641	('T100900013432', 1287)
O08644	('T100900004546', 1288)
O08648	('T100900008391', 1289)
O08651	('T101160006510', 1290)
O08653	('T101160007177', 1291)
O08658	('T101160004915', 1292)
O08663	('T100900008490', 1293)
O08665	('T100900013265', 1294)
O08678	('T101160004126', 1295)
O08679	('T101160004127', 1296)
O08686	('T100900001346', 1297)
O08689	('T100900005566', 1298)
O08691	('T100900000908', 1299)
O08696	('T100900005247', 1300)
O08701	('T101160000523', 1301)
O08707	('T100900000235', 1302)
O08709	('T100900011422', 1303)
O08712	('T100900015518', 1304)
O08719	('T101160002356', 1305)
O08721	('T101160007741', 1306)
O08725	('T101160002779', 1307)
O08727	('T101160007473', 1308)
O08730	('T101160002831', 1309)
O08734	('T100900001334', 1310)
O08736	('T100900001883', 1311)
O08740	('T100900012577', 1312)
O08742	('T100900005921', 1313)
O08746	('T100900008533', 1314)
O08750	('T100900009646', 1315)
O08760	('T100900010181', 1316)
O08775	('T101160007822', 1317)
O08781	('T101160008025', 1318)
O08784	('T100900014756', 1319)
O08786	('T100900002131', 1320)
O08789	('T100900008943', 1321)
O08791	('T100900002970', 1322)
O08792	('T100900002969', 1323)
O08796	('T100900004312', 1324)
O08808	('T100900003873', 1325)
O08810	('T100900015924', 1326)
O08815	('T101160006641', 1327)
O08835	('T101160006997', 1328)
O08838	('T101160000382', 1329)
O08842	('T100900005601', 1330)
O08843	('T100900008270', 1331)
O08856	('T100900004424', 1332)
O08858	('T100900014150', 1333)
O08863	('T100900001464', 1334)
O08873	('T101160004081', 1335)
O08874	('T101160005384', 1336)
O08875	('T101160001853', 1337)
O08914	('T100900004887', 1338)
O08917	('T100900005163', 1339)
O08918	('T100900002170', 1340)
O08919	('T100900010063', 1341)
O08934	('T100900016132', 1342)
O08954	('T101160006683', 1343)
O08957	('T101160004837', 1344)
O08961	('T101160008039', 1345)
O08966	('T100900012863', 1346)
O08967	('T100900003524', 1347)
O08970	('T100900015826', 1348)
O08976	('T100900010593', 1349)
O08983	('T100900006463', 1350)
O08989	('T100900011931', 1351)
O08997	('T100900001185', 1352)
O08999	('T100900008276', 1353)
O09009	('T100900012135', 1354)
O09010	('T100900007977', 1355)
O09012	('T100900010802', 1356)
O09014	('T101160006277', 1357)
O09015	('T101160004474', 1358)
O09039	('T100900013413', 1359)
O09043	('T100900009416', 1360)
O09046	('T100900010384', 1361)
O09047	('T100900001679', 1362)
O09049	('T100900012069', 1363)
O09061	('T100900011561', 1364)
O09100	('T100900005468', 1365)
O09101	('T100900010951', 1366)
O09108	('T100900008253', 1367)
O09116	('T100900014018', 1368)
O09126	('T100900013275', 1369)
O09127	('T100900004540', 1370)
O09139	('T101160002146', 1371)
O09158	('T100900003133', 1372)
O09159	('T100900008417', 1373)
O09160	('T100900005339', 1374)
O09161	('T100900001887', 1375)
O09165	('T100900001886', 1376)
O09171	('T101160000777', 1377)
O09172	('T100900006019', 1378)
O09175	('T101160000377', 1379)
O09198	('T100900008469', 1380)
O13033	('T79550002126', 1381)
O13034	('T79550002127', 1382)
O13148	('T79550000816', 1383)
O13166	('T79550002756', 1384)
O13282	('T2848120003319', 1385)
O13298	('T2848120002121', 1386)
O13326	('T2848120000635', 1387)
O13339	('T2848120003369', 1388)
O13351	('T2848120002176', 1389)
O13453	('T2848120002168', 1390)
O13527	('T5592920004999', 1391)
O13547	('T5592920000596', 1392)
O13606	('T2848120001534', 1393)
O13610	('T2848120000928', 1394)
O13612	('T2848120001863', 1395)
O13615	('T2848120002307', 1396)
O13619	('T2848120004525', 1397)
O13648	('T2848120000120', 1398)
O13651	('T2848120003275', 1399)
O13670	('T2848120001681', 1400)
O13681	('T2848120001264', 1401)
O13682	('T2848120003254', 1402)
O13684	('T2848120002046', 1403)
O13686	('T2848120003711', 1404)
O13687	('T2848120003649', 1405)
O13688	('T2848120001931', 1406)
O13696	('T2848120001238', 1407)
O13712	('T2848120001780', 1408)
O13713	('T2848120001824', 1409)
O13716	('T2848120000065', 1410)
O13719	('T2848120001386', 1411)
O13735	('T2848120000924', 1412)
O13736	('T2848120003060', 1413)
O13737	('T2848120004151', 1414)
O13745	('T2848120003384', 1415)
O13747	('T2848120000854', 1416)
O13749	('T2848120003381', 1417)
O13750	('T2848120003225', 1418)
O13753	('T2848120003638', 1419)
O13762	('T2848120004295', 1420)
O13766	('T2848120001497', 1421)
O13768	('T2848120000856', 1422)
O13775	('T2848120003265', 1423)
O13779	('T2848120004296', 1424)
O13781	('T2848120004255', 1425)
O13792	('T2848120003224', 1426)
O13794	('T2848120005126', 1427)
O13795	('T2848120002203', 1428)
O13798	('T2848120000471', 1429)
O13799	('T2848120004176', 1430)
O13802	('T2848120000780', 1431)
O13807	('T2848120000667', 1432)
O13808	('T2848120001072', 1433)
O13810	('T2848120002290', 1434)
O13816	('T2848120002924', 1435)
O13820	('T2848120000872', 1436)
O13821	('T2848120003677', 1437)
O13828	('T2848120000662', 1438)
O13830	('T2848120002359', 1439)
O13837	('T2848120000998', 1440)
O13838	('T2848120001955', 1441)
O13839	('T2848120000946', 1442)
O13845	('T2848120002843', 1443)
O13846	('T2848120002935', 1444)
O13848	('T2848120001234', 1445)
O13849	('T2848120000383', 1446)
O13850	('T2848120000534', 1447)
O13853	('T2848120001326', 1448)
O13857	('T2848120002144', 1449)
O13862	('T2848120002467', 1450)
O13864	('T2848120001273', 1451)
O13867	('T2848120003597', 1452)
O13876	('T2848120005064', 1453)
O13879	('T2848120004185', 1454)
O13881	('T2848120000490', 1455)
O13889	('T2848120000773', 1456)
O13892	('T2848120004188', 1457)
O13895	('T2848120000573', 1458)
O13898	('T2848120002174', 1459)
O13900	('T2848120002902', 1460)
O13904	('T2848120001795', 1461)
O13911	('T2848120002180', 1462)
O13916	('T2848120001153', 1463)
O13919	('T2848120002348', 1464)
O13921	('T2848120001655', 1465)
O13923	('T2848120000535', 1466)
O13924	('T2848120001148', 1467)
O13930	('T2848120002966', 1468)
O13934	('T2848120000228', 1469)
O13935	('T2848120003482', 1470)
O13936	('T2848120003166', 1471)
O13945	('T2848120002269', 1472)
O13950	('T2848120003182', 1473)
O13955	('T2848120003643', 1474)
O13958	('T2848120003194', 1475)
O13960	('T2848120000787', 1476)
O13962	('T2848120004190', 1477)
O13967	('T2848120000297', 1478)
O13969	('T2848120003295', 1479)
O13978	('T2848120001784', 1480)
O13981	('T2848120000841', 1481)
O13985	('T2848120004223', 1482)
O13988	('T2848120002215', 1483)
O13990	('T2848120000294', 1484)
O13993	('T2848120002748', 1485)
O13995	('T2848120000645', 1486)
O14000	('T2848120003285', 1487)
O14002	('T2848120001452', 1488)
O14003	('T2848120002498', 1489)
O14007	('T2848120000376', 1490)
O14008	('T2848120000359', 1491)
O14010	('T2848120001525', 1492)
O14011	('T2848120002297', 1493)
O14016	('T2848120003606', 1494)
O14019	('T2848120001143', 1495)
O14021	('T2848120002317', 1496)
O14023	('T2848120000836', 1497)
O14027	('T2848120002066', 1498)
O14038	('T2848120004278', 1499)
O14040	('T2848120000685', 1500)
O14044	('T2848120002182', 1501)
O14046	('T2848120003655', 1502)
O14061	('T2848120000211', 1503)
O14064	('T2848120000305', 1504)
O14084	('T2848120001288', 1505)
O14089	('T2848120001274', 1506)
O14093	('T2848120003692', 1507)
O14094	('T2848120002281', 1508)
